"modid","fx","candidate","formula","unique_id","model_filename","model_identifier"
"6","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","traffic","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_6",42
"7","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","flushany","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_7",43
"8","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","water","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_8",44
"9","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","tmean","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_9",45
"10","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","spei1","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_10",46
"11","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","spei6","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",564117,"564117_spOOS_nb_model_11",47
"baseline","baseline","baseline","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2)",564117,"564117_spOOS_nb_model_baseline",48
"1","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","full","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_1",49
"2","gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","tmean_coolest","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_2",50
"3","tmean_coolestmonth_s + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","gravity","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_3",51
"4","tmean_coolestmonth_s + gravityf_log + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","urban","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_4",52
"5","tmean_coolestmonth_s + gravityf_log + urban_s + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","urbanexp10","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_5",53
"6","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","traffic","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_6",54
"7","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","flushany","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_7",55
"8","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","water","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_8",56
"9","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","tmean","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_9",57
"10","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","spei1","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_10",58
"11","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","spei6","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",41619,"41619_spOOS_nb_model_11",59
"baseline","baseline","baseline","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2)",41619,"41619_spOOS_nb_model_baseline",60
"1","tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","full","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + tmean_coolestmonth_s + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",412110,"412110_spOOS_nb_model_1",61
"2","gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)","tmean_coolest","y ~ 1 + offset(logpop) + f(month, model='rw1', hyper=hyper2.rw, cyclic=TRUE, scale.model=TRUE, constr=TRUE, replicate=provincex) + f(polyid, model='bym2', graph=nbmatrix_name, replicate=yearx, scale.model=TRUE, constr=TRUE, adjust.for.con.comp=TRUE, hyper=hyper.bym2) + gravityf_log + urban_s + urbanexp10_log + traffic_kmperinhab_log + f(flushany_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(water_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(tmean_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei1_1m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE) + f(spei6_5m_g, model='rw2', hyper=hyper2.rw, scale.model=TRUE, constr=TRUE)",412110,"412110_spOOS_nb_model_2",62
